sample_id,session_id,label,api_path,net_path,fused_path,fusion_mode,size_each,fused_width,fused_height,normalized
AgentTesla::108,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_108_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/108/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__108__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::109,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_109_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/109/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__109__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::11,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_11_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/11/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__11__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::12,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_12_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/12/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__12__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::13,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_13_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/13/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__13__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::14,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_14_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/14/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__14__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::15,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_15_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/15/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__15__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::17,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_17_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/17/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__17__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::18,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_18_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/18/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__18__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::2,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_2_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/2/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__2__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::20,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_20_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/20/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__20__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::22,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_22_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/22/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__22__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::24,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_24_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/24/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__24__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::26,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_26_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/26/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__26__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::28,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_28_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/28/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__28__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::3,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_3_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/3/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__3__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::30,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_30_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/30/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__30__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::32,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_32_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/32/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__32__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::33,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_33_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/33/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__33__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::34,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_34_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/34/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__34__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::35,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_35_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/35/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__35__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::36,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_36_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/36/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__36__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::368,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_368_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/368/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__368__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::369,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_369_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/369/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__369__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::370,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_370_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/370/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__370__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::371,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_371_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/371/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__371__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::38,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_38_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/38/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__38__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::39,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_39_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/39/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__39__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::4,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_4_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/4/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__4__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::40,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_40_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/40/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__40__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::41,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_41_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/41/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__41__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::42,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_42_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/42/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__42__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::44,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_44_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/44/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__44__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::45,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_45_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/45/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__45__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::46,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_46_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/46/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__46__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::47,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_47_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/47/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__47__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::48,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_48_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/48/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__48__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::49,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_49_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/49/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__49__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::5,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_5_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/5/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__5__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::50,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_50_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/50/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__50__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::51,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_51_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/51/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__51__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::52,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_52_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/52/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__52__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::53,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_53_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/53/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__53__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::54,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_54_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/54/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__54__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::55,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_55_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/55/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__55__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::56,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_56_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/56/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__56__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::57,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_57_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/57/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__57__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::58,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_58_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/58/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__58__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::6,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_6_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/6/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__6__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::60,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_60_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/60/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__60__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::61,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_61_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/61/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__61__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::62,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_62_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/62/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__62__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::63,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_63_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/63/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__63__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::64,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_64_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/64/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__64__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::66,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_66_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/66/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__66__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::67,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_67_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/67/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__67__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::68,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_68_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/68/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__68__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::69,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_69_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/69/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__69__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::7,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_7_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/7/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__7__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::71,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_71_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/71/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__71__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::72,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_72_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/72/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__72__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::73,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_73_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/73/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__73__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::74,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_74_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/74/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__74__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::75,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_75_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/75/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__75__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::76,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_76_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/76/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__76__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::77,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_77_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/77/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__77__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::78,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_78_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/78/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__78__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::79,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_79_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/79/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__79__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::8,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_8_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/8/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__8__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::80,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_80_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/80/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__80__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::81,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_81_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/81/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__81__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::82,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_82_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/82/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__82__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::83,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_83_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/83/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__83__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::84,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_84_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/84/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__84__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
AgentTesla::85,dump_largest_session,AgentTesla,dataset_api_call_sequences/AgentTesla/AgentTesla_85_APIxTIME_16x16.png,dataset_network_packets/images/AgentTesla/85/dump_largest_session.png,dataset_rgb_stack_combined/images/AgentTesla/AgentTesla__85__sess-dump_largest_session_rgb_stack.png,rgb_stack,128,128,128,1
